Unnamed: 0,datetime,open,high,low,close,volume,date,EMA_slow,EMA_fast,RSI,BB_upper,BB_middle,BB_lower,ATR,MACD,MACD_signal,MACD_hist,slowk,slowd,Norm_ATR,Log_Returns,Volatility,ADX,ROC,signals,portfolio_value,shares
13,2019-09-11 18:00:00,10053.77,10184.66,10043.71,10159.55,3957.049,2019-09-11,,,57.83509540229112,,,,216.04372341213488,,,,,,0.021265087864337978,0.010400816427903352,,,,0,10000.0,0.0
14,2019-09-12 00:00:00,10163.06,10205.46,10070.01,10079.86,3933.991,2019-09-12,,,52.79812467367779,10386.924047803643,10193.8,10000.675952196356,204.5303343532583,,,,,,0.0202909895924406,-0.007874776172980564,,,0.7986000000000049,0,10000.0,0.0
15,2019-09-12 06:00:00,10080.29,10187.9,10042.12,10170.93,3804.444,2019-09-12,,,57.49829234248844,10382.53516734143,10205.195333333333,10027.855499325236,196.13742944564981,,,,,,0.019284119490120353,0.008994277649436748,,,-2.123824655034856,0,10000.0,0.0
16,2019-09-12 12:00:00,10170.0,10365.15,10170.0,10295.8,3874.405,2019-09-12,,,63.09664456915964,10364.261436740187,10198.806666666665,10033.351896593143,195.99636809627123,,,,,,0.019036536072599627,0.012202393778413362,,,-0.08268376758485685,0,10000.0,0.0
17,2019-09-12 18:00:00,10295.8,10450.13,10272.03,10415.13,3996.794,2019-09-12,,,67.62474505419821,10386.753963818384,10206.193999999998,10025.634036181611,193.439744082518,,,,70.63061811167267,54.57244896956677,0.018572955314289694,0.011523511546423032,,,0.0050890096594979894,0,10000.0,0.0
18,2019-09-13 00:00:00,10414.96,10440.55,10272.77,10291.89,4297.448,2019-09-13,,,59.278233607955855,10362.445491471944,10198.01333333333,10033.581175194717,189.77406635644383,,,,78.48225591810369,66.49903375408968,0.018439185257172766,-0.01190335018271587,,,0.27827225666523514,0,10000.0,0.0
19,2019-09-13 06:00:00,10290.67,10327.14,10251.99,10306.52,5119.811,2019-09-13,,,59.930556752443906,10368.658561097527,10200.892666666663,10033.126772235799,173.39919973409465,,,,80.1556443156246,76.42283944846697,0.01682422386354411,0.0014204982287520649,,,-0.004657029203447571,0,10000.0,0.0
20,2019-09-13 12:00:00,10306.52,10344.0,10190.0,10226.61,5127.859,2019-09-13,,,54.62042218216189,10358.294391544938,10195.53333333333,10032.77227512172,170.62788548636686,,,,69.04963887219743,75.8958463686419,0.016684696638120243,-0.007783557931697802,0.012211582881013941,,-0.3531182858562687,0,10000.0,0.0
21,2019-09-13 18:00:00,10224.6,10355.85,10153.51,10341.34,4707.603,2019-09-13,,,60.240377023903456,10370.879970132317,10200.765999999996,10030.652029867675,175.15818755974306,,,,71.96281502951489,73.72269940577895,0.016937668383376143,0.01115630774768192,0.008902891327063574,,0.8462576648827547,0,10000.0,0.0
22,2019-09-14 00:00:00,10343.01,10353.72,10259.75,10287.31,4685.657,2019-09-14,,,56.57425684832438,10375.046537361119,10202.949333333328,10030.852129305538,163.55987505120825,,,,70.83112415020102,70.61452601730443,0.015899187936516762,-0.005238357677337575,0.008775738327688168,,0.7207972828624953,0,10000.0,0.0
23,2019-09-14 06:00:00,10287.3,10348.0,10275.04,10291.93,4922.813,2019-09-14,,,56.823904154106785,10383.455270940083,10208.165333333329,10032.875395726574,150.6170357581784,,,,74.6792266091691,72.49105526296165,0.014634479223836382,0.0004489961803853188,0.008408176661426143,,1.8799210454938597,0,10000.0,0.0
24,2019-09-14 12:00:00,10292.13,10398.0,10222.77,10380.36,6001.433,2019-09-14,,,61.52764644295736,10407.578891611018,10226.72133333333,10045.86377505564,154.13317350700999,,,,76.97795529791584,74.16276868576198,0.014848538346166219,0.008555466220034872,0.007957001029558396,,3.507258718289541,0,10000.0,0.0
25,2019-09-14 18:00:00,10380.76,10419.97,10317.39,10332.25,5046.721,2019-09-14,,,57.72605655976496,10413.010924152744,10246.962666666663,10080.914409180581,146.76843443457997,,,,78.95524196423581,76.87080795710689,0.014204886102695925,-0.004645487605860504,0.007988954569630382,,2.5988701687001514,0,10000.0,0.0
26,2019-09-15 00:00:00,10333.47,10359.2,10024.81,10311.07,5152.135,2019-09-15,,,56.03256304317633,10414.460274165587,10262.998666666663,10111.537059167738,173.57151522964017,,,,77.37658843884834,77.76992856699997,0.016833511481314758,-0.0020519962323759257,0.007939337956503152,,2.552506705999247,0,10000.0,0.0
27,2019-09-15 06:00:00,10310.68,10324.16,10268.55,10296.63,4656.637,2019-09-15,,,54.814401040526405,10405.63065590516,10279.14533333333,10152.6600107615,156.7198701968345,,,,69.45668961100593,75.26284000469666,0.015220501289920538,-0.0014014181459662393,0.00794454507254157,9.99246758764686,1.3492723595041056,0,10000.0,0.0
28,2019-09-15 12:00:00,10296.54,10332.61,10252.28,10309.03,5611.705,2019-09-15,,,55.732649217487086,10406.429043547772,10289.110666666666,10171.792289785559,145.8070315972867,,,,66.01304116116505,70.94877307033973,0.014143622784809696,0.0012035529555303659,0.007884769902226052,11.411654662350935,2.273543481754703,0,10000.0,0.0
29,2019-09-15 18:00:00,10309.11,10316.45,10265.32,10302.22,5115.778,2019-09-15,,,55.04999584643598,10385.953346404736,10303.934666666666,10221.915986928596,132.28174136910303,,,,65.31944575065059,66.92972550760715,0.012840120029382313,-0.000660804196524459,0.007419255229355339,12.729471231719005,1.290835744617258,0,10000.0,0.0
30,2019-09-16 00:00:00,10302.0,10353.81,10296.25,10312.37,5027.506,2019-09-16,,,55.943662117157025,10375.686934093314,10313.364,10251.041065906686,121.60720688780252,,,,66.55302674065041,65.96183788415532,0.011792362656479791,0.000984739528675291,0.0071598330096841216,13.536516563162394,0.16093941218751073,0,10000.0,0.0
31,2019-09-16 06:00:00,10312.17,10316.71,10275.74,10282.74,4707.567,2019-09-16,,,52.55460046602104,10375.555546821071,10312.493333333334,10249.431119845596,110.08760590383064,,,,64.95842698862747,65.61029982664279,0.010706057520060862,-0.002877384043403162,0.007189446168460312,14.426293285069013,-1.2711315173214333,0,10000.0,0.0
32,2019-09-16 12:00:00,10282.03,10282.03,10080.7,10144.73,5276.086,2019-09-16,,,40.010512599737396,10371.194880316929,10294.466666666667,10217.738453016405,123.22366220328327,,,,53.33288354384311,61.6147790910403,0.012146568928230054,-0.01351240264933012,0.007880174226834714,16.359634174053408,-1.4298637082207466,0,10000.0,0.0
33,2019-09-16 18:00:00,10144.35,10329.38,10115.7,10249.27,5174.478,2019-09-16,,,50.045799472296736,10370.20312310948,10291.625333333332,10213.047543557183,136.14599617424258,14.555494576581623,33.96665733119921,-19.411162754617585,49.73022954767176,56.00718002671408,0.013283482255247699,0.010252124707989151,0.007870353064723988,17.63020701562771,-0.5554736225224399,0,10000.0,0.0
34,2019-09-17 00:00:00,10257.3,10261.36,10165.0,10195.82,5551.441,2019-09-17,,,45.70252258176416,10370.242110982363,10284.245333333332,10198.248555684302,130.46228243506516,7.686854221698013,28.71069670929897,-21.023842487600955,43.475216789823655,48.84610996044614,0.012795663559680846,-0.005228651159910311,0.007744460576468441,18.81002465423242,-0.3010772875860268,0,10000.0,0.0
35,2019-09-17 06:00:00,10194.31,10214.3,10136.77,10163.0,5649.145,2019-09-17,,,43.147726948229895,10375.198013734476,10280.004666666668,10184.811319598859,122.90052780148426,-0.4002782981860946,22.888501707801957,-23.288780005988052,45.01636467928619,46.07393700559384,0.012092937892500665,-0.0032241582204525416,0.007523879134073897,20.068562426057536,-1.724534731475802,0,10000.0,0.0
36,2019-09-17 12:00:00,10162.7,10262.49,10151.62,10252.14,5770.48,2019-09-17,,,51.35414080946885,10366.439650808361,10274.057999999999,10181.676349191637,121.18188097270065,0.3790939816553873,18.386620162572644,-18.007526180917257,45.25846070789898,44.58334739233624,0.011820154716254427,0.008732790124979727,0.007262220437845205,20.653603323854103,-0.34187751705742064,0,10000.0,0.0
37,2019-09-17 18:00:00,10251.56,10270.63,10171.37,10186.52,5548.541,2019-09-17,,,45.93120450438345,10365.092827990258,10267.338666666667,10169.584505343075,118.05018369088604,-4.249250744755045,13.859445981107106,-18.108696725862153,44.47396835037298,44.91626457918602,0.011588862898309338,-0.006421186659808918,0.006831702545132042,21.098127060822016,-1.0242005143835997,0,10000.0,0.0
38,2019-09-18 00:00:00,10183.87,10256.65,10183.87,10198.72,5329.722,2019-09-18,,,47.08549434754906,10361.54659244011,10261.124666666667,10160.702740893223,111.58301459218787,-6.853802872343294,9.716796210417026,-16.57059908276032,47.48709383540851,45.73984096456012,0.010940884208232785,0.001196944598793252,0.006353648922682504,21.51089910229222,-1.7498429726907516,0,10000.0,0.0
39,2019-09-18 06:00:00,10197.7,10216.0,10150.0,10156.12,4932.777,2019-09-18,,,43.48383007071519,10341.585315494624,10246.175333333334,10150.765351172045,105.07115536473246,-12.214590973761005,5.33051877358142,-17.545109747342426,41.40040142996741,44.4538212052496,0.010345600028823256,-0.00418574277150319,0.006390128331305616,22.152384435851,-1.7046625855936415,0,10000.0,0.0
40,2019-09-18 12:00:00,10156.7,10210.0,10097.92,10187.83,5909.743,2019-09-18,,,46.8465571943109,10327.617596230371,10236.547333333332,10145.477070436293,106.07241888405638,-13.745868364061607,1.515241346052814,-15.261109710114422,40.83483098845888,43.240775417944896,0.010411679315816654,0.003117391232297488,0.006219910821408045,23.12371670658171,-1.1952202826670755,0,10000.0,0.0
41,2019-09-18 18:00:00,10186.17,10212.25,10143.0,10155.16,4660.653,2019-09-18,,,43.85918171215833,10316.769303394689,10226.153333333332,10135.537363271975,100.81207332919118,-17.395092890772503,-2.26682550131225,-15.128267389460254,35.25273719773074,39.16265653871898,0.009927177250697299,-0.003211919986833448,0.005643489796375005,23.99165236374004,-1.3739446789871934,0,10000.0,0.0
42,2019-09-19 00:00:00,10154.7,10185.55,9530.02,9893.16,6704.425,2019-09-19,,,27.967370062142656,10349.15868068137,10199.255333333333,10049.351985985295,180.05749142502083,-40.9562221593842,-10.00470483292664,-30.951517326457555,36.85710518047794,37.64822445555581,0.018200200080158498,-0.026138341431598495,0.007950811103005452,27.142506058656885,-4.034036179931578,0,10000.0,0.0
43,2019-09-19 06:00:00,9893.02,9895.37,9820.0,9856.5,5704.282,2019-09-19,,,26.47590736023875,10359.44892842072,10169.086666666666,9978.724404912613,165.10213550716085,-61.87350324266299,-20.37846451487391,-41.49503872778908,36.992274034194395,36.36737213746765,0.01675058443739267,-0.0037124732380606467,0.007939076241615823,30.06829877536538,-4.3264461446173685,0,10000.0,0.0
44,2019-09-19 12:00:00,9856.5,10109.51,9845.11,10018.92,6501.632,2019-09-19,,,41.76409858856581,10340.355287331273,10150.2,9960.044712668729,179.28754472042354,-64.59999408292242,-29.222770428483614,-35.37722365443881,48.291503786956696,40.713627667209636,0.017894897326300993,0.016344169392526562,0.008651504667731258,30.738257341392302,-2.845611629528433,0,10000.0,0.0
45,2019-09-19 18:00:00,10018.69,10331.62,10005.07,10245.3,7318.415,2019-09-19,,,55.949294570256725,10328.829143498584,10145.728666666666,9962.628189834748,200.32503833179177,-47.941147942579846,-32.96644593130286,-14.974702011276989,63.34147518111907,49.54175100075668,0.019552871885820014,0.02234375842258177,0.010154114321700653,29.767132413207513,-0.36410528711219303,0,10000.0,0.0
46,2019-09-20 00:00:00,10247.7,10279.3,10154.7,10161.05,6135.144,2019-09-20,,,50.829530149008704,10312.536255328137,10137.616,9962.695744671862,189.50717571296417,-41.06380526347675,-34.585917797737636,-6.477887465739116,76.37142448489719,62.66813448432428,0.018650353626147316,-0.008257280571852014,0.010300274245467013,28.865373551321635,0.16087170383045635,0,10000.0,0.0
47,2019-09-20 06:00:00,10161.66,10191.4,10121.3,10173.72,5256.566,2019-09-20,,,51.570044750683905,10314.981346051507,10139.548666666666,9964.115987281824,172.4490077539693,-34.196897976278706,-34.50811383344585,0.3112158571671415,82.75158017298718,74.1548266130011,0.016950437770448697,0.001246141622410263,0.010308239166410806,28.188645134484705,-0.7371256684622574,0,10000.0,0.0
48,2019-09-20 12:00:00,10172.45,10236.19,10070.5,10122.21,6182.687,2019-09-20,,,48.28519376938716,10300.94400989048,10131.078,9961.21199010952,171.48343521768805,-32.536193999399984,-34.113729866636675,1.5775358672366906,77.63306719893528,78.91869061893983,0.01694130384744913,-0.005075905424922577,0.01034596275777402,27.80530815785074,-0.7219625297425813,0,10000.0,0.0
49,2019-09-20 18:00:00,10122.22,10187.2,10070.67,10166.35,5691.513,2019-09-20,,10211.752999999999,51.24225325352193,10297.647201206051,10129.113333333333,9960.579465460614,163.63294447230413,-27.343150211252578,-32.759613935559855,5.4164637243072775,77.85345974717218,79.4127023730315,0.016095545055236554,0.00435122745453868,0.010412913431499186,27.449352393833486,0.03296270786186106,0,10000.0,0.0
50,2019-09-21 00:00:00,10166.56,10175.3,10080.52,10097.51,5670.492,2019-09-21,,10207.27288235294,46.622616524976486,10293.087301534897,10124.747333333333,9956.407365131769,153.79680954768907,-28.4544332808091,-31.898577804609705,3.444144523800606,74.68438123752485,76.72363606121071,0.015231161895129498,-0.006794388120092815,0.010493073202764784,27.11882204153175,-1.5082704684095116,0,10000.0,0.0
51,2019-09-21 06:00:00,10098.01,10104.76,9963.02,10046.6,6633.113,2019-09-21,,10200.971985005766,43.40703548437784,10273.518034041363,10111.044666666667,9948.57129929197,152.07440818373348,-33.062026189654716,-32.13126748161871,-0.9307587080360094,71.54025282767792,74.69269793745826,0.015136902851087281,-0.005054589990928097,0.010524246390676222,27.415487733292544,-1.3735799860992715,0,10000.0,0.0
52,2019-09-21 12:00:00,10046.6,10067.0,9912.63,9976.82,5775.944,2019-09-21,,10192.181711083971,39.28101933023043,10263.815422245036,10097.064666666669,9930.313911088302,152.4023498717717,-41.861684153114766,-34.07735081591792,-7.784333337196848,63.65893213572847,69.9611887336437,0.015275643929806461,-0.006969866534976265,0.01021734643991183,27.927253427973955,-2.1757632330331567,0,10000.0,0.0
53,2019-09-21 18:00:00,9975.26,10023.56,9943.05,9983.33,5562.838,2019-09-21,,10183.991447904207,39.87345954115326,10249.235063730008,10082.705333333335,9916.175602936662,142.13201417580436,-47.75963060137292,-36.81380677300892,-10.945823828363999,58.91092814371249,64.70337103570624,0.014236934387203904,0.0006522997302956575,0.009889331659976092,28.402464430178124,-1.701338700212296,0,10000.0,0.0
54,2019-09-22 00:00:00,9992.7,10001.98,9857.0,9937.43,6518.938,2019-09-22,,10174.322371515807,37.04204051723313,10240.204991524299,10068.126,9896.047008475702,142.53886929354653,-55.49779798275631,-40.5506050149584,-14.94719296779791,54.371257485029865,58.98037258815689,0.014343635053886823,-0.004608266072992743,0.009877373908249188,29.250413297709194,-2.457834494686306,0,10000.0,0.0
55,2019-09-22 06:00:00,9937.25,10089.52,9918.01,10001.83,5589.06,2019-09-22,,10167.557964789698,43.31690636221304,10222.384741516988,10055.726,9889.067258483014,146.67760225161132,-55.79068925896536,-43.59862186375979,-12.19206739520557,55.41126081170984,56.23114881348402,0.014665076516158676,0.0064596403211045015,0.010013644577243967,29.165607170693942,-1.5098728134268713,0,10000.0,0.0
56,2019-09-22 12:00:00,10000.53,10057.43,9932.01,9992.5,5903.156,2019-09-22,,10160.69294656265,42.63291270686304,10208.06016758368,10044.882000000001,9881.703832416322,143.64080192995257,-56.12864465475286,-46.1046264219584,-10.024018232794461,47.79985463184878,52.52745764286278,0.014374861338999506,-0.0009332646482466563,0.009759406903270387,29.08685862417978,1.0041281046702988,0,10000.0,0.0
57,2019-09-22 18:00:00,9994.08,10073.46,9949.2,10023.04,5905.2,2019-09-22,,10155.294791795488,45.748576982846835,10205.451997330267,10053.540666666668,9901.629336003069,140.87211593995912,-53.31754253288091,-47.5472096441429,-5.770332888738004,43.04923180502707,48.75344908286184,0.014054829267363903,0.003051631252535773,0.009726707355702328,28.847700437277016,1.689646426216207,0,10000.0,0.0
58,2019-09-23 00:00:00,10027.69,10046.91,9939.58,9955.18,6358.083,2019-09-23,,10147.447152901548,40.339527275334945,10196.5273405177,10060.119333333334,9923.711326148969,136.0803850913935,-55.92083810653821,-49.22193533662197,-6.698902769916245,30.325061661053965,40.39138269930989,0.013669304331151572,-0.006793424137036032,0.009803774873522686,28.687128283284302,-0.6361963165690487,0,10000.0,0.0
59,2019-09-23 06:00:00,9954.77,9968.49,9878.51,9915.09,5676.585,2019-09-23,,10138.335107689723,37.434221298042154,10199.483888094997,10053.197333333334,9906.91077857167,129.49461579262294,-60.52124531545451,-51.481797332388474,-9.039447983066033,23.67145959471901,32.34858435359996,0.013060357071153458,-0.0040351796324546675,0.009801425866765674,28.923097147757144,-3.2230388568416646,0,10000.0,0.0
60,2019-09-23 12:00:00,9914.11,9951.05,9708.91,9790.0,10248.368,2019-09-23,,10124.674907388166,29.954751387984157,10178.350223232439,10022.844000000001,9867.337776767563,145.58681353653387,-73.41454161514048,-55.86834618893887,-17.546195426201606,16.606857424712974,23.53445956016193,0.014870971760626545,-0.012696382543967663,0.010068932746607084,30.01710455984867,-3.6516895399589577,0,10000.0,0.0
61,2019-09-23 18:00:00,9789.31,9844.73,9620.0,9701.96,9644.026,2019-09-23,,10108.097852196473,25.906836824758916,10178.394911330251,9992.238000000001,9806.08108866975,156.89298303131469,-89.70262798537806,-62.63520254822671,-27.06742543715135,14.145213989171822,18.14117700286788,0.01617126673695982,-0.009033529589159026,0.010189492833599639,31.40056462702744,-4.6370452499184145,0,10000.0,0.0
62,2019-09-24 00:00:00,9701.1,9792.83,9603.5,9762.69,5428.992,2019-09-24,,10094.552446227985,32.86065681522934,10154.38394703191,9964.836000000001,9775.288052968092,161.52684259826972,-96.5971386402889,-69.42758976663914,-27.16954887364976,18.650863176659303,16.467644863514646,0.016545321279101324,0.006240050251070711,0.008656659219815005,32.75068430827112,-3.5517935312545212,0,10000.0,0.0
63,2019-09-24 06:00:00,9763.71,9791.07,9680.27,9726.09,5441.87,2019-09-24,,10080.10293853277,30.917596306116437,10136.403440840517,9938.428000000002,9740.452559159487,154.28015079851681,-103.81765680421813,-76.30560317415494,-27.512053630063193,20.67099272255614,17.822356629462366,0.015862504953019847,-0.003756011718357302,0.00865747167338204,34.00436686942596,-4.330561115838039,0,10000.0,0.0
64,2019-09-24 12:00:00,9725.67,9729.07,9408.47,9482.74,18876.859,2019-09-24,,10056.676940943249,21.51784119524026,10133.429385573967,9892.854,9652.278614426032,178.0401292558716,-127.70418634229281,-86.58531980778251,-41.1188665345103,19.792806198326993,19.704887365847423,0.018775177770968265,-0.02533866144416766,0.009337556870294316,36.08102918739291,-6.088332668152841,0,10000.0,0.0
65,2019-09-24 18:00:00,8683.2,8689.49,8645.61,8645.61,10.814,2019-09-24,,10001.340982474887,9.952455665558956,10309.730217666278,9796.060666666664,9282.391115667051,272.1958250764613,-211.7429865633785,-111.6168531589017,-100.1261334044768,10.701949022837283,17.055249314573416,0.031483703877049886,-0.09242162637793383,0.02103798021252988,39.16252804415859,-13.944916688232833,0,10000.0,0.0
66,2019-09-25 00:00:00,8493.32,8725.24,8416.06,8491.3,12030.486,2019-09-25,,9942.1236890445,8.96550625861857,10389.232229975198,9692.373999999998,8995.515770024798,277.47927863696685,-287.4819555506856,-146.7898736372585,-140.6920819134271,5.054202208422594,11.8496524765289,0.03267806797981073,-0.0180095677432895,0.021145087869794025,42.20811360024283,-14.889714357881578,0,10000.0,0.0
67,2019-09-25 06:00:00,8491.25,8546.73,8200.0,8327.38,11557.082,2019-09-25,,9878.800407121185,8.02607846555249,10434.32079654889,9582.41133333333,8730.50187011777,287.3722388316858,-356.6216952923005,-188.7562379682669,-167.8654573240336,3.7458228807582863,6.500658037339331,0.03450932211952449,-0.019493229025771955,0.0211259314452409,45.181417304993815,-16.587150780350857,0,10000.0,0.0
68,2019-09-25 12:00:00,8324.27,8460.0,8223.71,8371.16,13516.978,2019-09-25,,9819.677253900747,10.79975576733618,10421.357083410516,9474.93333333333,8528.509583256146,280.0747761414451,-403.23452049963635,-231.6518944745408,-171.58262602509555,6.765284613544035,5.188436567574915,0.033457104647557225,0.005243584206944906,0.021377382893474312,47.94234217369116,-15.761318570294335,0,10000.0,0.0
69,2019-09-25 18:00:00,8367.73,8628.44,8305.77,8430.07,11117.556,2019-09-25,,9765.182851786993,14.64811072765684,10376.775947474056,9374.442666666666,8372.109385859276,286.15980812123865,-430.45990183872163,-271.413495947377,-159.04640589134465,9.36008873702443,6.623732077108861,0.033945128346649395,0.007012610554876199,0.021476176591197323,49.301136576248034,-15.714724205470398,0,10000.0,0.0
70,2019-09-26 00:00:00,8428.15,8443.55,8316.61,8387.45,5751.633,2019-09-26,,9711.154112501228,14.157128068491822,10299.140309283248,9266.817333333332,8234.494357383417,263.4141212467758,-450.28468890679505,-307.1877345392606,-143.09695436753447,10.448140932412839,8.857838094327045,0.031405745637443534,-0.005068534628462544,0.02149050700091021,50.56287423576513,-16.06254691018263,0,10000.0,0.0
71,2019-09-26 06:00:00,8388.69,8464.4,8363.0,8387.08,5168.508,2019-09-26,,9659.22963750118,14.152552289111977,10197.582838494243,9159.78933333333,8121.995828172418,240.26924678295063,-460.7149957104775,-337.893186773504,-122.82180893697353,10.805129595152588,10.204453088196564,0.028647544411517553,-4.411449978760969e-05,0.02157138002673563,51.57942583033287,-16.32199412553478,0,10000.0,0.0
72,2019-09-26 12:00:00,8387.0,8438.88,7700.67,7921.0,36155.366,2019-09-26,,9591.063769363878,9.744367410399313,10092.611502401529,9019.65333333333,7946.695164265131,311.40364009967186,-500.81674610412665,-370.4778986396285,-130.33884746449814,9.95013337176326,10.401134633109507,0.03931367757854714,-0.057174966046238826,0.024093155039254174,53.29753385382414,-20.433382420006474,0,10000.0,0.0
73,2019-09-26 18:00:00,7921.66,8160.5,7904.99,8060.15,12990.438,2019-09-26,,9531.027935271177,18.19669139786566,9952.630664399017,8893.317999999997,7834.005335600978,303.4188343711473,-515.427898166341,-399.46789854497104,-115.95999962137,11.939679971577243,10.898314312830975,0.037644316094755964,0.017414706285058677,0.02482009719064007,54.89291987563746,-18.708251765742922,0,10000.0,0.0
74,2019-09-27 00:00:00,8061.98,8093.21,7940.37,7977.83,6464.259,2019-09-27,,9470.118212319367,17.141502188479745,9790.680166474825,8764.16733333333,7737.654500191834,281.90757231812626,-527.5683973812811,-425.087998312233,-102.48039906904808,12.872188591502182,11.587333978280839,0.03533637246195096,-0.01026572210966416,0.024779230532883455,56.37434975303555,-18.510418794688455,0,10000.0,0.0
75,2019-09-27 06:00:00,7977.82,8128.78,7951.37,7988.08,8489.091,2019-09-27,,9411.999066738215,17.800950410772156,9620.643794250922,8644.03933333333,7667.434872415738,266.979347701251,-530.2503452290948,-446.1204676956054,-84.12987753348943,14.212848376357014,13.008238979812091,0.033422217566830954,0.0012839858684152979,0.02461396505826736,57.496147704283594,-17.66529649679033,0,10000.0,0.0
76,2019-09-27 12:00:00,7984.71,8097.0,7851.94,8028.53,15440.159,2019-09-27,,9357.74537784652,20.57277157079217,9435.08518495228,8532.47733333333,7629.8694817143805,263.84801231535806,-523.0820668166525,-461.5127875198148,-61.56927929683769,14.116144568515132,13.733727178791389,0.03286380100907116,0.005051017162717052,0.024781664132927445,58.65230958629549,-17.76313700424781,0,10000.0,0.0
77,2019-09-27 18:00:00,8031.11,8260.0,7980.0,8176.52,9641.144,2019-09-27,,9311.422814009402,30.147989266428326,9189.316395711674,8426.732666666663,7664.148937621653,266.15543912744977,-499.69937499133084,-469.150105014118,-30.549269977212816,17.62697783598063,15.31865692695087,0.032551187929271835,0.018265184533013894,0.02545805825630415,58.58422582704037,-15.932096042705746,0,10000.0,0.0
78,2019-09-28 00:00:00,8178.26,8211.21,8120.02,8153.79,4389.563,2019-09-28,,9266.025448754132,29.54024907655237,8882.927732279171,8321.912666666663,7760.897601054155,241.16037639495676,-477.49824179495226,-470.8197323702849,-6.678509424667368,27.789612935420873,19.84424511330549,0.029576476263793495,-0.002783782387319995,0.02550188960424119,58.521005193446335,-14.014409337385603,0,10000.0,0.0
79,2019-09-28 06:00:00,8153.73,8243.54,8124.03,8133.23,5569.78,2019-09-28,,9221.602097822597,28.953646404823598,8547.759026950653,8231.94533333333,7916.131639716006,223.78175119567737,-456.30273012491307,-467.91633192121054,11.613601796297473,36.63448202267667,27.350357598026005,0.027514499306631853,-0.002524711202058009,0.025522651442491617,58.22879264023299,-5.926475980295209,0,10000.0,0.0
80,2019-09-28 12:00:00,8132.68,8163.55,8001.14,8143.03,10086.885,2019-09-28,,9179.305152809946,29.693061861192067,8468.12601098355,8198.439999999995,7928.753989016441,215.01435816772346,-433.7147625187572,-461.0760180407199,27.361255521962676,44.70799662975859,36.37736386261866,0.02640471153461592,0.0012042079917943956,0.02563167237381475,58.21206098421938,-4.101492115459349,0,10000.0,0.0
81,2019-09-28 18:00:00,8144.42,8311.0,8057.35,8195.38,13774.691,2019-09-28,,9140.719852699753,33.783422161246214,8421.593073071188,8178.711999999996,7935.830926928805,220.53373557233434,-406.8989501490487,-450.24060446238565,43.34165431333696,47.74036349224056,43.02761404822522,0.026909519213548897,0.0064082342342948635,0.025868741822132005,57.160587852789455,-1.5851324185998439,0,10000.0,0.0
