date,Price,Open,High,Low,Vol.,Change %
1/1/2025,333.65,333,334.65,328.8,7.84M,0.09%
31-12-2024,333.35,330.1,334.6,326.2,8.58M,0.59%
30-12-2024,331.4,335,336.8,327.4,36.66M,-1.07%
27-12-2024,335,336.65,340,334.2,9.09M,0.10%
26-12-2024,334.65,335.3,337.4,332.25,9.03M,-0.19%
24-12-2024,335.3,335.1,336.85,331.75,7.76M,0.49%
23-12-2024,333.65,335.9,338.25,330.5,8.88M,0.12%
20-12-2024,333.25,337.8,343.9,331,20.38M,-1.23%
19-12-2024,337.4,337,340.6,335.05,14.51M,-1.27%
18-12-2024,341.75,349.55,351,340,14.67M,-2.09%
17-12-2024,349.05,352,353.85,347.25,15.65M,-1.09%
16-12-2024,352.9,357.15,358.9,351.7,12.17M,-1.19%
13-12-2024,357.15,355.75,358.3,348.05,14.27M,0.44%
12/12/2024,355.6,366,367,353,22.54M,-2.71%
11/12/2024,365.5,369.25,370.75,364.7,10.00M,-0.99%
10/12/2024,369.15,369,371.2,366.4,7.91M,-0.19%
9/12/2024,369.85,370.9,373.3,367.75,10.88M,0.09%
6/12/2024,369.5,369.45,371.2,368.05,9.74M,0.09%
5/12/2024,369.15,372.75,373.95,364.4,18.76M,-0.97%
4/12/2024,372.75,368.95,375.15,368,22.04M,1.44%
3/12/2024,367.45,359,370,358.2,14.21M,2.58%
2/12/2024,358.2,363.65,363.9,357,12.51M,-1.50%
29-11-2024,363.65,363.25,365.4,360.2,14.28M,0.44%
28-11-2024,362.05,369.7,371.85,359.6,16.84M,-1.96%
27-11-2024,369.3,363.8,371.6,361.35,14.23M,2.12%
26-11-2024,361.65,370,370.4,360.25,11.22M,-1.83%
25-11-2024,368.4,374,377.2,367.5,18.39M,0.81%
22-11-2024,365.45,357.05,367.1,355.7,15.95M,2.61%
21-11-2024,356.15,363.7,364.35,354.8,21.28M,-2.88%
19-11-2024,366.7,368,378.5,365.05,17.06M,0.00%
18-11-2024,366.7,380,380,362.65,16.38M,-1.56%
14-11-2024,372.5,380.05,385.2,371.35,15.09M,-2.32%
13-11-2024,381.35,384,387.6,379.35,20.60M,0.28%
12/11/2024,380.3,393.15,394.8,379.05,10.55M,-3.12%
11/11/2024,392.55,398.15,400.9,391.8,12.24M,-1.28%
8/11/2024,397.65,403.15,404.2,395.55,7.54M,-1.52%
7/11/2024,403.8,410.9,410.9,402,7.59M,-1.25%
6/11/2024,408.9,406.7,410.8,403.15,9.70M,1.44%
5/11/2024,403.1,400,404.1,397.15,6.67M,0.54%
4/11/2024,400.95,413.85,414.3,393.7,13.87M,-2.53%
1/11/2024,411.35,412,415.45,410.35,2.15M,0.78%
31-10-2024,408.15,409,410.65,403.5,12.20M,-0.09%
30-10-2024,408.5,414.15,414.8,405.8,12.26M,-0.89%
29-10-2024,412.15,409,414.3,404.45,20.28M,2.04%
28-10-2024,403.9,398.9,406.5,397.8,11.72M,1.25%
25-10-2024,398.9,402.5,407.5,391.6,19.64M,-3.16%
24-10-2024,411.9,409.25,415.25,406.8,9.40M,0.88%
23-10-2024,408.3,414,414.75,401.7,22.52M,-1.79%
22-10-2024,415.75,422.85,426.3,413.45,14.24M,-2.18%
21-10-2024,425,426.05,428.75,419.1,9.14M,0.01%
18-10-2024,424.95,417.7,425.95,414.45,8.83M,1.72%
17-10-2024,417.75,423.65,425.6,416.6,11.97M,-1.53%
16-10-2024,424.25,425.3,429.4,421.25,6.22M,-0.55%
15-10-2024,426.6,426.65,427.2,423.55,9.37M,0.49%
14-10-2024,424.5,424.6,426,420,8.48M,0.47%
11/10/2024,422.5,423.95,426.65,419.6,8.64M,-0.05%
10/10/2024,422.7,420.7,429.9,420.5,15.87M,1.02%
9/10/2024,418.45,424.45,424.75,417,13.92M,-0.59%
8/10/2024,420.95,414,427.7,411.3,18.71M,1.32%
7/10/2024,415.45,430.6,433,409.05,23.43M,-3.48%
4/10/2024,430.45,432.9,439.35,426.3,18.35M,-1.13%
3/10/2024,435.35,432,442.5,432,13.56M,-1.08%
1/10/2024,440.1,446,447.75,438.8,15.98M,-0.70%
30-09-2024,443.2,436.9,448.45,433.6,20.90M,1.44%
27-09-2024,436.9,436,442.5,433.5,53.89M,0.53%
26-09-2024,434.6,437.95,437.95,430.55,20.04M,-0.34%
25-09-2024,436.1,428.1,437,425.65,19.44M,1.87%
24-09-2024,428.1,431.45,431.45,427,12.54M,-0.06%
23-09-2024,428.35,427.5,430.5,425,14.14M,1.04%
20-09-2024,423.95,428.05,429.85,416.55,36.08M,0.00%
19-09-2024,423.95,424,431.85,420.55,59.60M,2.37%
18-09-2024,414.15,418.5,419.75,413,10.30M,-0.52%
17-09-2024,416.3,411.85,417.65,410.1,14.43M,1.26%
16-09-2024,411.1,402.45,412,402,11.48M,2.42%
13-09-2024,401.4,404.85,407.3,399.35,12.02M,-0.85%
12/9/2024,404.85,391,406.25,390.65,24.03M,3.90%
11/9/2024,389.65,399,399.3,387.5,11.49M,-1.68%
10/9/2024,396.3,390.1,399.4,389.75,15.85M,1.65%
9/9/2024,389.85,391.2,392.75,385.3,12.29M,-1.25%
6/9/2024,394.8,403.25,404.65,392.7,17.96M,-2.10%
5/9/2024,403.25,405.35,408.4,401.85,14.25M,-0.46%
4/9/2024,405.1,400,408.25,399.9,11.05M,-0.32%
3/9/2024,406.4,410.5,411.55,405.6,7.54M,-0.88%
2/9/2024,410,417.8,419.1,407.7,11.11M,-1.49%
30-08-2024,416.2,412.7,419.2,411.5,22.63M,1.54%
29-08-2024,409.9,409.05,412.6,403.75,19.01M,0.21%
28-08-2024,409.05,410.05,414.4,407.35,15.88M,-0.15%
27-08-2024,409.65,415.5,416.2,409.1,8.44M,-1.25%
26-08-2024,414.85,402.45,415.95,401.95,13.77M,3.21%
23-08-2024,401.95,403.35,405.9,399.55,11.51M,-0.35%
22-08-2024,403.35,409.8,410.05,402.25,10.45M,-1.37%
21-08-2024,408.95,407.5,409.7,405.2,9.73M,0.66%
20-08-2024,406.25,404.55,408.2,403.1,10.13M,0.78%
19-08-2024,403.1,402.3,407.5,401.45,10.68M,1.27%
16-08-2024,398.05,398.05,400.95,393.3,13.84M,0.43%
14-08-2024,396.35,398.9,400,393.65,9.42M,0.04%
13-08-2024,396.2,403,404.5,395,11.36M,-1.16%
12/8/2024,400.85,410,410,400.1,26.25M,-2.39%
9/8/2024,410.65,413.8,416.35,408.2,10.95M,0.72%
8/8/2024,407.7,416.35,417,405.8,16.45M,-2.07%
7/8/2024,416.3,421,421,415,15.56M,0.31%
6/8/2024,415,413.25,424.95,413.25,18.23M,0.42%
5/8/2024,413.25,407.65,415.65,404.65,42.49M,-1.54%
2/8/2024,419.7,416.25,426.3,413.35,24.23M,-0.89%
1/8/2024,423.45,419.9,424.35,415.6,28.80M,1.79%
31-07-2024,416,409.5,417.4,408.55,29.73M,2.22%
30-07-2024,406.95,397,412.7,397,34.45M,3.31%
29-07-2024,393.9,404,408.3,392.65,27.75M,-0.61%
26-07-2024,396.3,394.95,399.5,389.7,20.38M,1.06%
25-07-2024,392.15,390.95,396.3,386.25,25.97M,-0.11%
24-07-2024,392.6,384.1,395,381.7,36.87M,2.65%
23-07-2024,382.45,376.7,385.65,361.55,49.88M,2.40%
22-07-2024,373.5,364.75,377.25,362.35,18.72M,2.43%
19-07-2024,364.65,377.75,378,362.9,13.33M,-3.47%
18-07-2024,377.75,382.9,382.9,374.2,15.71M,-0.71%
16-07-2024,380.45,386.65,388.75,380,11.89M,-1.35%
15-07-2024,385.65,378.6,388.95,376.9,22.95M,2.25%
12/7/2024,377.15,378.95,379.4,372,16.15M,0.01%
11/7/2024,377.1,382.4,383.3,374.6,19.87M,-1.13%
10/7/2024,381.4,378.8,383.8,370,17.72M,1.15%
9/7/2024,377.05,379.2,380.25,375.05,8.36M,-0.11%
8/7/2024,377.45,380.85,381.25,376.15,8.90M,-0.62%
5/7/2024,379.8,374.35,381.25,371,15.95M,1.84%
4/7/2024,372.95,373.9,380.85,371.75,14.92M,0.08%
3/7/2024,372.65,370.55,374.25,368.65,9.21M,0.61%
2/7/2024,370.4,372.6,372.6,365.15,13.70M,0.18%
1/7/2024,369.75,381.75,382,367.8,23.39M,-2.27%
28-06-2024,378.35,377.95,389.5,376.7,25.14M,0.32%
27-06-2024,377.15,365.05,381.1,364.1,55.38M,3.31%
26-06-2024,365.05,363,366.9,359.65,15.92M,1.16%
25-06-2024,360.85,364.25,364.7,357.75,14.98M,-0.52%
24-06-2024,362.75,357.6,364.65,355.55,9.34M,0.82%
21-06-2024,359.8,359.95,362.95,356.75,17.93M,0.60%
20-06-2024,357.65,362.5,364.9,357.05,14.34M,-1.34%
19-06-2024,362.5,369.8,370.9,361.55,8.34M,-1.93%
18-06-2024,369.65,371.8,372.25,368.7,10.23M,0.33%
14-06-2024,368.45,370,370.85,366.1,10.30M,-0.41%
13-06-2024,369.95,376.4,376.4,367.95,11.24M,-0.36%
12/6/2024,371.3,369.55,374,365.4,12.13M,1.06%
11/6/2024,367.4,368.75,371.95,364.9,11.24M,0.69%
10/6/2024,364.9,365,370.1,361.8,16.07M,1.19%
7/6/2024,360.6,352,362,347.7,23.93M,3.10%
6/6/2024,349.75,347.8,359.75,345,33.17M,2.57%
5/6/2024,341,340,342.25,315.3,46.42M,2.94%
4/6/2024,331.25,391.9,391.9,313.95,84.04M,-15.45%
3/6/2024,391.8,385,393.2,373.45,39.26M,9.14%
31-05-2024,359,363.45,366.65,355.5,30.52M,-0.19%
30-05-2024,359.7,364,364.8,357.15,14.43M,-1.34%
29-05-2024,364.6,361.5,366.35,360,18.15M,-0.22%
28-05-2024,365.4,372.6,373.25,364.1,10.20M,-1.15%
27-05-2024,369.65,379.95,380.5,368,21.89M,-1.41%
24-05-2024,374.95,373,378.15,368.7,13.32M,0.71%
23-05-2024,372.3,375.05,375.6,369.5,15.37M,-0.41%
22-05-2024,373.85,375,377.35,370.6,14.00M,0.50%
21-05-2024,372,367,374.1,365.35,10.94M,1.56%
18-05-2024,366.3,367.95,368,365,1.05M,0.23%
17-05-2024,365.45,362.45,366.5,360.35,8.51M,1.11%
16-05-2024,361.45,363.85,363.85,353.05,13.11M,0.03%
15-05-2024,361.35,357.5,363.5,356.65,8.54M,1.56%
